text,label,task
yeah . they hit mid life and they're looking for the next best thing .,1,gender
good afternoon . how is your day going,1,gender
do you have a hobby ? or like sports ?,1,gender
i am a baseball fan myself and love the tigers !,1,gender
its def a fantastic experience,1,gender
not really . lol i'm more of a rock and roll fan,1,gender
exactly . i just figured with all that practice you gotta be good lol,1,gender
"thanks , it keeps the folk metal playing in my head when i'm asleep .",1,gender
hello how are you doing ?,1,gender
camp a lot not recently though having a tough time at home .,1,gender
aw man that'sn't cool . do you like music and books,1,gender
i've to check that out . have you ever listened to rock opera music,1,gender
i'm doing good ! i live near the beach and went surfing today . ca not complain !,1,gender
i hate this job ! what do you do ?,1,gender
i am having a good day,1,gender
i like playing sports and baking,1,gender
yes i love swimming,1,gender
hi ! reading is my favorite past time .,1,gender
i unfortunately moved to penn state,1,gender
how how are you doing,1,gender
ah i see how that can be annoying do you cycle competitively,1,gender
ah ok do you like music ?,1,gender
i play country music on the guitar,1,gender
no not yet i'm still learning,1,gender
"hi , how are you doing today ?",1,gender
me too . i surf with my partners all over the world . where do you surf ?,1,gender
i like those too also reading and snorkeling . what is the best place you have hiked ?,1,gender
that is cool . my family and i like to play video games also .,1,gender
how do you get started and where do you look ?,1,gender
i live in texas on a ranch . i am a cheerleader . football is very big here .,1,gender
i like horseback riding . i want to try acting but i'd have to move .,1,gender
hi how are you doing today ?,1,gender
pretty good . whats your job ?,1,gender
i do not speak other languages .,1,gender
what will you do now ? i also quit when i left high school .,1,gender
"no , i have in south carolina . not too far .",1,gender
"i think so . i am old , so i do not surf .",1,gender
"good morning , what are you up to ?",1,gender
i've but he's no good help,1,gender
pretty good so far ! what are you up to today ?,1,gender
"hi , i'm a divorce father of two who loves to bowl . and you are ?",1,gender
wow ! it gets better . hang in there . i love my sons . they are my world .,1,gender
huh ? did you run today . i did .,1,gender
you deserve that . you would make a good voiceover actor . you act ?,1,gender
i am doing ok got a headache from work .,1,gender
i've a dog he is like a best friend . i listen to pop music,1,gender
"good evening , what are you up to ?",1,gender
oh that sounds fun . how old is your son ?,1,gender
"oh well good luck to you ! tough at first , but very rewarding",1,gender
i want to learn how to swim,1,gender
"i hate working , i had to start young .",1,gender
greetings . what is it like to walk ?,1,gender
no way ! i'm disabled too . i pretty much just read all day,1,gender
oh that's sad . can you work ?,1,gender
"i am doing well too , thank you for asking !",1,gender
i am packing to move to college,1,gender
"i'm heading pretty far , university of michigan",1,gender
several years . his name is todd . do you have pets ?,1,gender
"no , i work too much to watch movies . just getting done for the night .",1,gender
"ahahah , he is very prestigious in his job too , he is a doctor .",1,gender
what did you do when you were younger ? i learned to swim and still do .,1,gender
what kind of music do you like ?,1,gender
i love kid rock or as i like to call him senator rock .,1,gender
"yes , ai not that the truth ? !",1,gender
what is your passion ? what makes you tick ?,1,gender
"my husband does the actual work , i have hobbies",1,gender
well i'd say that's the opposite of training,1,gender
"just a flesh wound , huh ?",1,gender
that sounds interesting . i've only seen seven surgeries in my life .,1,gender
i like to go on walks . i like to read . sometimes i facetime with friends .,1,gender
my father is a doctor . i always thought he was brave .,1,gender
are you a basketball player ?,1,gender
just finished a 5 mile climb,1,gender
hip hop tonite . punk on saturday !,1,gender
fun . i'm dating a guy that works for nasa .,1,gender
tell me something about yourself . i am very forgetful .,1,gender
congrats ! i like to go surfing with my girlfriend,1,gender
my favorite thing ever is to go running with my family !,1,gender
there isn't much call for male dancers in baltimore !,1,gender
"i have toyed with the idea , i just like to play things safe . what are your dreams ?",1,gender
that must have been rough .,1,gender
that probably helps with your health issues . laughter can also help . i love jokes .,1,gender
do you teach music ? i love listening to classical music .,1,gender
do you teach music ? i love listening to classical music .,1,gender
do you teach music ? i love listening to classical music .,1,gender
"hey , how are you doing today ?",1,gender
i work in technology . i build computers .,1,gender
"i like diving , freestyle usually .",1,gender
that isn't good . hopefully you were able to resolve the issue .,1,gender
"i've got a crappy job at scrubway , but it pays the bills . you work ?",1,gender
what type of music do you like to sing ? i prefer country .,1,gender
wow do you know michael jordan,1,gender
"jose , what is your name",1,gender
i am good at playing the piano . do you play an instrument too ?,1,gender
i am sorry to hear that . think of audience members as your friends .,1,gender
i was about to say i am fanatical about singing . what do you sing ?,1,gender
it is good to have confidence in whatever you do . anything else to learn ?,1,gender
"it is an attention getter since i am six feet , so you can not miss me lol",1,gender
"i understand your back pain , i suffered with that for many years now",1,gender
oh . who is your favorite singer ?,1,gender
oh . my favorite is justin bieber .,1,gender
oh yeah . that was hard to believe .,1,gender
i have to hurry . robert is waiting .,1,gender
"no , my younger brother . my best friend , dale , is out of town .",1,gender
it was fine but i had to get back to see robert and dale .,1,gender
well i spend time with them when i'm not watching that hockey .,1,gender
"awesome , what do you do for fun ?",1,gender
"hi , my name is jason",1,gender
that sounds like a lot of work,1,gender
i game on my computer a lot,1,gender
military veteran that travels and discovers new cultures,1,gender
love to play football and volunteer at the animal shelter,1,gender
yea nothing better to eat during a football game,1,gender
it was great chatting with you,1,gender
i would be better if i could go on a first date,1,gender
"he stood me up , but now i've dogs",1,gender
it was about my favorite actor who is also a gardener,1,gender
i like documentaries . do you have facebook ?,1,gender
"they should do a country version on that , maybe in texas .",1,gender
very cool . do you work ?,1,gender
"hello , apparently i'm a guy of younger age",1,gender
his name is contraband and he likes to play football with me,1,gender
that is cool . my husband is in the military,1,gender
anything else you got about you !,1,gender
"man i smell like them , you should come smell me",1,gender
hi i'm gerald and today is a nice day,1,gender
"yeah i should , maybe i should apply for basketball career",1,gender
hoping so . i enjoy meeting strangers,1,gender
what do you do on the computer ?,1,gender
"being poor i learned that yoga helps ease the mind , so i practice and hike .",1,gender
"no , the only pictures i need are the tattoos on my arm .",1,gender
i don't understand your line of questioning . do you have a hobby ?,1,gender
"the cost of living is low , and if you are a male , you will do well .",1,gender
"not too bad , tell me about yourself ?",1,gender
"sometimes , but i like the fast paced work . i also love to read",1,gender
good thank you . listening to music by ed sheeran .,1,gender
so they will have a good start and not work in casinos,1,gender
"well , statistics are good if you are counting cards ?",1,gender
"hey , this worries me because i usually say the wrong thing .",1,gender
my dad owns an appliance store . when he dies i do not want it .,1,gender
